iso3,variable,has_value,tier
ARG,regulatory_quality,1,X2_confounder_gov
ARG,rule_of_law,1,X2_confounder_gov
ARG,has_gdpr_like_law,1,X2_confounder_gdpr
ARG,gdpr_similarity_level,1,X2_confounder_gdpr
ARG,ict_service_exports_pct,1,X2_digital_economy
ARG,high_tech_exports_pct,1,X2_digital_economy
ARG,fh_total_score,1,X2_confounder_fh
ARG,fh_democracy_level,1,X2_confounder_fh
ARG,legal_origin,1,X2_legal_origin
ARG,is_common_law,1,X2_legal_origin
ARG,ai_patents_per100k,1,Y_robustness
ARG,ai_investment_usd_bn_2024,0,Y_robustness
ARG,ai_startups_2024,0,Y_robustness
ARG,government_effectiveness,1,X2_robustness
ARG,control_of_corruption,1,X2_robustness
ARG,ai_investment_vc_proxy,0,X2_robustness
ARM,ai_readiness_score,1,Y_principal
ARM,ai_adoption_rate,1,Y_principal
ARM,ai_investment_usd_bn_cumulative,1,Y_principal
ARM,ai_startups_cumulative,1,Y_principal
ARM,has_ai_law,1,X1_principal
ARM,regulatory_approach,1,X1_principal
ARM,regulatory_intensity,1,X1_principal
ARM,enforcement_level,1,X1_principal
ARM,thematic_coverage,1,X1_principal
ARM,gdp_per_capita_ppp,1,X2_core
ARM,internet_penetration,1,X2_core
ARM,gii_score,1,X2_core
ARM,oecd_member,1,X2_core
ARM,region,1,X2_core
ARM,rd_expenditure,1,X2_extended
ARM,tertiary_education,1,X2_extended
ARM,regulatory_quality,1,X2_confounder_gov
ARM,rule_of_law,1,X2_confounder_gov
ARM,has_gdpr_like_law,1,X2_confounder_gdpr
ARM,gdpr_similarity_level,1,X2_confounder_gdpr
ARM,ict_service_exports_pct,1,X2_digital_economy
ARM,high_tech_exports_pct,1,X2_digital_economy
ARM,fh_total_score,1,X2_confounder_fh
ARM,fh_democracy_level,1,X2_confounder_fh
ARM,legal_origin,1,X2_legal_origin
ARM,is_common_law,1,X2_legal_origin
ARM,ai_patents_per100k,0,Y_robustness
ARM,ai_investment_usd_bn_2024,0,Y_robustness
ARM,ai_startups_2024,0,Y_robustness
ARM,government_effectiveness,1,X2_robustness
ARM,control_of_corruption,1,X2_robustness
ARM,ai_investment_vc_proxy,0,X2_robustness
AUS,ai_readiness_score,1,Y_principal
AUS,ai_adoption_rate,1,Y_principal
AUS,ai_investment_usd_bn_cumulative,1,Y_principal
AUS,ai_startups_cumulative,1,Y_principal
AUS,has_ai_law,1,X1_principal
AUS,regulatory_approach,1,X1_principal
AUS,regulatory_intensity,1,X1_principal
AUS,enforcement_level,1,X1_principal
AUS,thematic_coverage,1,X1_principal
AUS,gdp_per_capita_ppp,1,X2_core
AUS,internet_penetration,1,X2_core
AUS,gii_score,1,X2_core
AUS,oecd_member,1,X2_core
AUS,region,1,X2_core
AUS,rd_expenditure,1,X2_extended
AUS,tertiary_education,1,X2_extended
AUS,regulatory_quality,1,X2_confounder_gov
AUS,rule_of_law,1,X2_confounder_gov
AUS,has_gdpr_like_law,1,X2_confounder_gdpr
AUS,gdpr_similarity_level,1,X2_confounder_gdpr
AUS,ict_service_exports_pct,1,X2_digital_economy
AUS,high_tech_exports_pct,1,X2_digital_economy
AUS,fh_total_score,1,X2_confounder_fh
AUS,fh_democracy_level,1,X2_confounder_fh
AUS,legal_origin,1,X2_legal_origin
AUS,is_common_law,1,X2_legal_origin
AUS,ai_patents_per100k,1,Y_robustness
AUS,ai_investment_usd_bn_2024,1,Y_robustness
AUS,ai_startups_2024,1,Y_robustness
AUS,government_effectiveness,1,X2_robustness
AUS,control_of_corruption,1,X2_robustness
AUS,ai_investment_vc_proxy,1,X2_robustness
AUT,ai_readiness_score,1,Y_principal
AUT,ai_adoption_rate,1,Y_principal
AUT,ai_investment_usd_bn_cumulative,1,Y_principal
AUT,ai_startups_cumulative,1,Y_principal
AUT,has_ai_law,1,X1_principal
AUT,regulatory_approach,1,X1_principal
AUT,regulatory_intensity,1,X1_principal
AUT,enforcement_level,1,X1_principal
AUT,thematic_coverage,1,X1_principal
AUT,gdp_per_capita_ppp,1,X2_core
AUT,internet_penetration,1,X2_core
AUT,gii_score,1,X2_core
AUT,oecd_member,1,X2_core
AUT,region,1,X2_core
AUT,rd_expenditure,1,X2_extended
AUT,tertiary_education,1,X2_extended
AUT,regulatory_quality,1,X2_confounder_gov
AUT,rule_of_law,1,X2_confounder_gov
AUT,has_gdpr_like_law,1,X2_confounder_gdpr
AUT,gdpr_similarity_level,1,X2_confounder_gdpr
AUT,ict_service_exports_pct,1,X2_digital_economy
AUT,high_tech_exports_pct,1,X2_digital_economy
AUT,fh_total_score,1,X2_confounder_fh
AUT,fh_democracy_level,1,X2_confounder_fh
AUT,legal_origin,1,X2_legal_origin
AUT,is_common_law,1,X2_legal_origin
AUT,ai_patents_per100k,1,Y_robustness
AUT,ai_investment_usd_bn_2024,1,Y_robustness
AUT,ai_startups_2024,1,Y_robustness
AUT,government_effectiveness,1,X2_robustness
AUT,control_of_corruption,1,X2_robustness
AUT,ai_investment_vc_proxy,1,X2_robustness
BEL,ai_readiness_score,1,Y_principal
BEL,ai_adoption_rate,1,Y_principal
BEL,ai_investment_usd_bn_cumulative,1,Y_principal
BEL,ai_startups_cumulative,1,Y_principal
BEL,has_ai_law,1,X1_principal
BEL,regulatory_approach,1,X1_principal
BEL,regulatory_intensity,1,X1_principal
BEL,enforcement_level,1,X1_principal
BEL,thematic_coverage,1,X1_principal
BEL,gdp_per_capita_ppp,1,X2_core
BEL,internet_penetration,1,X2_core
BEL,gii_score,1,X2_core
BEL,oecd_member,1,X2_core
BEL,region,1,X2_core
BEL,rd_expenditure,1,X2_extended
BEL,tertiary_education,1,X2_extended
BEL,regulatory_quality,1,X2_confounder_gov
BEL,rule_of_law,1,X2_confounder_gov
BEL,has_gdpr_like_law,1,X2_confounder_gdpr
BEL,gdpr_similarity_level,1,X2_confounder_gdpr
BEL,ict_service_exports_pct,1,X2_digital_economy
BEL,high_tech_exports_pct,1,X2_digital_economy
BEL,fh_total_score,1,X2_confounder_fh
BEL,fh_democracy_level,1,X2_confounder_fh
BEL,legal_origin,1,X2_legal_origin
BEL,is_common_law,1,X2_legal_origin
BEL,ai_patents_per100k,1,Y_robustness
BEL,ai_investment_usd_bn_2024,1,Y_robustness
BEL,ai_startups_2024,1,Y_robustness
BEL,government_effectiveness,1,X2_robustness
BEL,control_of_corruption,1,X2_robustness
BEL,ai_investment_vc_proxy,1,X2_robustness
BGD,ai_readiness_score,1,Y_principal
BGD,ai_adoption_rate,1,Y_principal
BGD,ai_investment_usd_bn_cumulative,1,Y_principal
BGD,ai_startups_cumulative,1,Y_principal
BGD,has_ai_law,1,X1_principal
BGD,regulatory_approach,1,X1_principal
BGD,regulatory_intensity,1,X1_principal
BGD,enforcement_level,1,X1_principal
BGD,thematic_coverage,1,X1_principal
BGD,gdp_per_capita_ppp,1,X2_core
BGD,internet_penetration,1,X2_core
BGD,gii_score,1,X2_core
BGD,oecd_member,1,X2_core
BGD,region,1,X2_core
BGD,rd_expenditure,0,X2_extended
BGD,tertiary_education,1,X2_extended
BGD,regulatory_quality,1,X2_confounder_gov
BGD,rule_of_law,1,X2_confounder_gov
BGD,has_gdpr_like_law,1,X2_confounder_gdpr
BGD,gdpr_similarity_level,1,X2_confounder_gdpr
BGD,ict_service_exports_pct,1,X2_digital_economy
BGD,high_tech_exports_pct,0,X2_digital_economy
BGD,fh_total_score,1,X2_confounder_fh
BGD,fh_democracy_level,1,X2_confounder_fh
BGD,legal_origin,1,X2_legal_origin
BGD,is_common_law,1,X2_legal_origin
BGD,ai_patents_per100k,0,Y_robustness
BGD,ai_investment_usd_bn_2024,0,Y_robustness
BGD,ai_startups_2024,0,Y_robustness
BGD,government_effectiveness,1,X2_robustness
BGD,control_of_corruption,1,X2_robustness
BGD,ai_investment_vc_proxy,0,X2_robustness
BGR,ai_readiness_score,1,Y_principal
BGR,ai_adoption_rate,1,Y_principal
BGR,ai_investment_usd_bn_cumulative,1,Y_principal
BGR,ai_startups_cumulative,1,Y_principal
BGR,has_ai_law,1,X1_principal
BGR,regulatory_approach,1,X1_principal
BGR,regulatory_intensity,1,X1_principal
BGR,enforcement_level,1,X1_principal
BGR,thematic_coverage,1,X1_principal
BGR,gdp_per_capita_ppp,1,X2_core
BGR,internet_penetration,1,X2_core
BGR,gii_score,1,X2_core
BGR,oecd_member,1,X2_core
BGR,region,1,X2_core
BGR,rd_expenditure,1,X2_extended
BGR,tertiary_education,1,X2_extended
BGR,regulatory_quality,1,X2_confounder_gov
BGR,rule_of_law,1,X2_confounder_gov
BGR,has_gdpr_like_law,1,X2_confounder_gdpr
BGR,gdpr_similarity_level,1,X2_confounder_gdpr
BGR,ict_service_exports_pct,1,X2_digital_economy
BGR,high_tech_exports_pct,1,X2_digital_economy
BGR,fh_total_score,1,X2_confounder_fh
BGR,fh_democracy_level,1,X2_confounder_fh
BGR,legal_origin,1,X2_legal_origin
BGR,is_common_law,1,X2_legal_origin
BGR,ai_patents_per100k,1,Y_robustness
BGR,ai_investment_usd_bn_2024,1,Y_robustness
BGR,ai_startups_2024,1,Y_robustness
BGR,government_effectiveness,1,X2_robustness
BGR,control_of_corruption,1,X2_robustness
BGR,ai_investment_vc_proxy,1,X2_robustness
BHR,ai_readiness_score,1,Y_principal
BHR,ai_adoption_rate,0,Y_principal
BHR,ai_investment_usd_bn_cumulative,1,Y_principal
BHR,ai_startups_cumulative,1,Y_principal
BHR,has_ai_law,1,X1_principal
BHR,regulatory_approach,1,X1_principal
BHR,regulatory_intensity,1,X1_principal
BHR,enforcement_level,1,X1_principal
BHR,thematic_coverage,1,X1_principal
BHR,gdp_per_capita_ppp,1,X2_core
BHR,internet_penetration,1,X2_core
BHR,gii_score,1,X2_core
BHR,oecd_member,1,X2_core
BHR,region,1,X2_core
BHR,rd_expenditure,1,X2_extended
BHR,tertiary_education,1,X2_extended
BHR,regulatory_quality,1,X2_confounder_gov
BHR,rule_of_law,1,X2_confounder_gov
BHR,has_gdpr_like_law,1,X2_confounder_gdpr
BHR,gdpr_similarity_level,1,X2_confounder_gdpr
BHR,ict_service_exports_pct,1,X2_digital_economy
BHR,high_tech_exports_pct,1,X2_digital_economy
BHR,fh_total_score,1,X2_confounder_fh
BHR,fh_democracy_level,1,X2_confounder_fh
BHR,legal_origin,1,X2_legal_origin
BHR,is_common_law,1,X2_legal_origin
BHR,ai_patents_per100k,0,Y_robustness
BHR,ai_investment_usd_bn_2024,0,Y_robustness
BHR,ai_startups_2024,0,Y_robustness
BHR,government_effectiveness,1,X2_robustness
BHR,control_of_corruption,1,X2_robustness
BHR,ai_investment_vc_proxy,0,X2_robustness
BLR,ai_readiness_score,1,Y_principal
BLR,ai_adoption_rate,1,Y_principal
BLR,ai_investment_usd_bn_cumulative,1,Y_principal
BLR,ai_startups_cumulative,1,Y_principal
BLR,has_ai_law,1,X1_principal
BLR,regulatory_approach,1,X1_principal
BLR,regulatory_intensity,1,X1_principal
BLR,enforcement_level,1,X1_principal
BLR,thematic_coverage,1,X1_principal
BLR,gdp_per_capita_ppp,1,X2_core
BLR,internet_penetration,1,X2_core
BLR,gii_score,1,X2_core
BLR,oecd_member,1,X2_core
BLR,region,1,X2_core
BLR,rd_expenditure,1,X2_extended
BLR,tertiary_education,1,X2_extended
BLR,regulatory_quality,1,X2_confounder_gov
BLR,rule_of_law,1,X2_confounder_gov
BLR,has_gdpr_like_law,1,X2_confounder_gdpr
BLR,gdpr_similarity_level,1,X2_confounder_gdpr
BLR,ict_service_exports_pct,1,X2_digital_economy
BLR,high_tech_exports_pct,1,X2_digital_economy
BLR,fh_total_score,1,X2_confounder_fh
BLR,fh_democracy_level,1,X2_confounder_fh
BLR,legal_origin,1,X2_legal_origin
BLR,is_common_law,1,X2_legal_origin
BLR,ai_patents_per100k,0,Y_robustness
BLR,ai_investment_usd_bn_2024,0,Y_robustness
BLR,ai_startups_2024,0,Y_robustness
BLR,government_effectiveness,1,X2_robustness
BLR,control_of_corruption,1,X2_robustness
BLR,ai_investment_vc_proxy,0,X2_robustness
BLZ,ai_readiness_score,1,Y_principal
BLZ,ai_adoption_rate,0,Y_principal
BLZ,ai_investment_usd_bn_cumulative,1,Y_principal
BLZ,ai_startups_cumulative,1,Y_principal
BLZ,has_ai_law,1,X1_principal
BLZ,regulatory_approach,1,X1_principal
BLZ,regulatory_intensity,1,X1_principal
BLZ,enforcement_level,1,X1_principal
BLZ,thematic_coverage,1,X1_principal
BLZ,gdp_per_capita_ppp,1,X2_core
BLZ,internet_penetration,1,X2_core
BLZ,gii_score,0,X2_core
BLZ,oecd_member,1,X2_core
BLZ,region,1,X2_core
BLZ,rd_expenditure,0,X2_extended
BLZ,tertiary_education,1,X2_extended
BLZ,regulatory_quality,1,X2_confounder_gov
BLZ,rule_of_law,1,X2_confounder_gov
BLZ,has_gdpr_like_law,1,X2_confounder_gdpr
BLZ,gdpr_similarity_level,1,X2_confounder_gdpr
BLZ,ict_service_exports_pct,1,X2_digital_economy
BLZ,high_tech_exports_pct,1,X2_digital_economy
BLZ,fh_total_score,1,X2_confounder_fh
BLZ,fh_democracy_level,1,X2_confounder_fh
BLZ,legal_origin,1,X2_legal_origin
BLZ,is_common_law,1,X2_legal_origin
BLZ,ai_patents_per100k,0,Y_robustness
BLZ,ai_investment_usd_bn_2024,0,Y_robustness
BLZ,ai_startups_2024,0,Y_robustness
BLZ,government_effectiveness,1,X2_robustness
BLZ,control_of_corruption,1,X2_robustness
BLZ,ai_investment_vc_proxy,0,X2_robustness
BRA,ai_readiness_score,1,Y_principal
BRA,ai_adoption_rate,1,Y_principal
BRA,ai_investment_usd_bn_cumulative,1,Y_principal
BRA,ai_startups_cumulative,1,Y_principal
BRA,has_ai_law,1,X1_principal
BRA,regulatory_approach,1,X1_principal
BRA,regulatory_intensity,1,X1_principal
BRA,enforcement_level,1,X1_principal
BRA,thematic_coverage,1,X1_principal
BRA,gdp_per_capita_ppp,1,X2_core
BRA,internet_penetration,1,X2_core
BRA,gii_score,1,X2_core
BRA,oecd_member,1,X2_core
BRA,region,1,X2_core
BRA,rd_expenditure,1,X2_extended
BRA,tertiary_education,1,X2_extended
BRA,regulatory_quality,1,X2_confounder_gov
BRA,rule_of_law,1,X2_confounder_gov
BRA,has_gdpr_like_law,1,X2_confounder_gdpr
BRA,gdpr_similarity_level,1,X2_confounder_gdpr
BRA,ict_service_exports_pct,1,X2_digital_economy
BRA,high_tech_exports_pct,1,X2_digital_economy
BRA,fh_total_score,1,X2_confounder_fh
BRA,fh_democracy_level,1,X2_confounder_fh
BRA,legal_origin,1,X2_legal_origin
BRA,is_common_law,1,X2_legal_origin
BRA,ai_patents_per100k,1,Y_robustness
BRA,ai_investment_usd_bn_2024,1,Y_robustness
BRA,ai_startups_2024,1,Y_robustness
BRA,government_effectiveness,1,X2_robustness
BRA,control_of_corruption,1,X2_robustness
BRA,ai_investment_vc_proxy,0,X2_robustness
BRB,ai_readiness_score,1,Y_principal
BRB,ai_adoption_rate,0,Y_principal
BRB,ai_investment_usd_bn_cumulative,1,Y_principal
BRB,ai_startups_cumulative,1,Y_principal
BRB,has_ai_law,1,X1_principal
BRB,regulatory_approach,1,X1_principal
BRB,regulatory_intensity,1,X1_principal
BRB,enforcement_level,1,X1_principal
BRB,thematic_coverage,1,X1_principal
BRB,gdp_per_capita_ppp,1,X2_core
BRB,internet_penetration,1,X2_core
BRB,gii_score,1,X2_core
BRB,oecd_member,1,X2_core
BRB,region,1,X2_core
BRB,rd_expenditure,0,X2_extended
BRB,tertiary_education,1,X2_extended
BRB,regulatory_quality,1,X2_confounder_gov
BRB,rule_of_law,1,X2_confounder_gov
BRB,has_gdpr_like_law,1,X2_confounder_gdpr
BRB,gdpr_similarity_level,1,X2_confounder_gdpr
BRB,ict_service_exports_pct,0,X2_digital_economy
BRB,high_tech_exports_pct,1,X2_digital_economy
BRB,fh_total_score,1,X2_confounder_fh
BRB,fh_democracy_level,1,X2_confounder_fh
BRB,legal_origin,1,X2_legal_origin
BRB,is_common_law,1,X2_legal_origin
BRB,ai_patents_per100k,0,Y_robustness
BRB,ai_investment_usd_bn_2024,0,Y_robustness
BRB,ai_startups_2024,0,Y_robustness
BRB,government_effectiveness,1,X2_robustness
BRB,control_of_corruption,1,X2_robustness
BRB,ai_investment_vc_proxy,0,X2_robustness
CAN,ai_readiness_score,1,Y_principal
CAN,ai_adoption_rate,1,Y_principal
CAN,ai_investment_usd_bn_cumulative,1,Y_principal
CAN,ai_startups_cumulative,1,Y_principal
CAN,has_ai_law,1,X1_principal
CAN,regulatory_approach,1,X1_principal
CAN,regulatory_intensity,1,X1_principal
CAN,enforcement_level,1,X1_principal
CAN,thematic_coverage,1,X1_principal
CAN,gdp_per_capita_ppp,1,X2_core
CAN,internet_penetration,1,X2_core
CAN,gii_score,1,X2_core
CAN,oecd_member,1,X2_core
CAN,region,1,X2_core
CAN,rd_expenditure,1,X2_extended
CAN,tertiary_education,1,X2_extended
CAN,regulatory_quality,1,X2_confounder_gov
CAN,rule_of_law,1,X2_confounder_gov
CAN,has_gdpr_like_law,1,X2_confounder_gdpr
CAN,gdpr_similarity_level,1,X2_confounder_gdpr
CAN,ict_service_exports_pct,1,X2_digital_economy
CAN,high_tech_exports_pct,1,X2_digital_economy
CAN,fh_total_score,1,X2_confounder_fh
CAN,fh_democracy_level,1,X2_confounder_fh
CAN,legal_origin,1,X2_legal_origin
CAN,is_common_law,1,X2_legal_origin
CAN,ai_patents_per100k,1,Y_robustness
CAN,ai_investment_usd_bn_2024,1,Y_robustness
CAN,ai_startups_2024,1,Y_robustness
CAN,government_effectiveness,1,X2_robustness
CAN,control_of_corruption,1,X2_robustness
CAN,ai_investment_vc_proxy,1,X2_robustness
CHE,ai_readiness_score,1,Y_principal
CHE,ai_adoption_rate,1,Y_principal
CHE,ai_investment_usd_bn_cumulative,1,Y_principal
CHE,ai_startups_cumulative,1,Y_principal
CHE,has_ai_law,1,X1_principal
CHE,regulatory_approach,1,X1_principal
CHE,regulatory_intensity,1,X1_principal
CHE,enforcement_level,1,X1_principal
CHE,thematic_coverage,1,X1_principal
CHE,gdp_per_capita_ppp,1,X2_core
CHE,internet_penetration,1,X2_core
CHE,gii_score,1,X2_core
CHE,oecd_member,1,X2_core
CHE,region,1,X2_core
CHE,rd_expenditure,1,X2_extended
CHE,tertiary_education,1,X2_extended
CHE,regulatory_quality,1,X2_confounder_gov
CHE,rule_of_law,1,X2_confounder_gov
CHE,has_gdpr_like_law,1,X2_confounder_gdpr
CHE,gdpr_similarity_level,1,X2_confounder_gdpr
CHE,ict_service_exports_pct,1,X2_digital_economy
CHE,high_tech_exports_pct,1,X2_digital_economy
CHE,fh_total_score,1,X2_confounder_fh
CHE,fh_democracy_level,1,X2_confounder_fh
CHE,legal_origin,1,X2_legal_origin
CHE,is_common_law,1,X2_legal_origin
CHE,ai_patents_per100k,1,Y_robustness
CHE,ai_investment_usd_bn_2024,1,Y_robustness
CHE,ai_startups_2024,1,Y_robustness
CHE,government_effectiveness,1,X2_robustness
CHE,control_of_corruption,1,X2_robustness
CHE,ai_investment_vc_proxy,1,X2_robustness
CHL,ai_readiness_score,1,Y_principal
CHL,ai_adoption_rate,1,Y_principal
CHL,ai_investment_usd_bn_cumulative,1,Y_principal
CHL,ai_startups_cumulative,1,Y_principal
CHL,has_ai_law,1,X1_principal
CHL,regulatory_approach,1,X1_principal
CHL,regulatory_intensity,1,X1_principal
CHL,enforcement_level,1,X1_principal
CHL,thematic_coverage,1,X1_principal
CHL,gdp_per_capita_ppp,1,X2_core
CHL,internet_penetration,1,X2_core
CHL,gii_score,1,X2_core
CHL,oecd_member,1,X2_core
CHL,region,1,X2_core
CHL,rd_expenditure,1,X2_extended
CHL,tertiary_education,1,X2_extended
CHL,regulatory_quality,1,X2_confounder_gov
CHL,rule_of_law,1,X2_confounder_gov
CHL,has_gdpr_like_law,1,X2_confounder_gdpr
CHL,gdpr_similarity_level,1,X2_confounder_gdpr
CHL,ict_service_exports_pct,1,X2_digital_economy
CHL,high_tech_exports_pct,1,X2_digital_economy
CHL,fh_total_score,1,X2_confounder_fh
CHL,fh_democracy_level,1,X2_confounder_fh
CHL,legal_origin,1,X2_legal_origin
CHL,is_common_law,1,X2_legal_origin
CHL,ai_patents_per100k,1,Y_robustness
CHL,ai_investment_usd_bn_2024,1,Y_robustness
CHL,ai_startups_2024,0,Y_robustness
CHL,government_effectiveness,1,X2_robustness
CHL,control_of_corruption,1,X2_robustness
CHL,ai_investment_vc_proxy,0,X2_robustness
CHN,ai_readiness_score,1,Y_principal
CHN,ai_adoption_rate,1,Y_principal
CHN,ai_investment_usd_bn_cumulative,1,Y_principal
CHN,ai_startups_cumulative,1,Y_principal
CHN,has_ai_law,1,X1_principal
CHN,regulatory_approach,1,X1_principal
CHN,regulatory_intensity,1,X1_principal
CHN,enforcement_level,1,X1_principal
CHN,thematic_coverage,1,X1_principal
CHN,gdp_per_capita_ppp,1,X2_core
CHN,internet_penetration,1,X2_core
CHN,gii_score,1,X2_core
CHN,oecd_member,1,X2_core
CHN,region,1,X2_core
CHN,rd_expenditure,1,X2_extended
CHN,tertiary_education,1,X2_extended
CHN,regulatory_quality,1,X2_confounder_gov
CHN,rule_of_law,1,X2_confounder_gov
CHN,has_gdpr_like_law,1,X2_confounder_gdpr
CHN,gdpr_similarity_level,1,X2_confounder_gdpr
CHN,ict_service_exports_pct,1,X2_digital_economy
CHN,high_tech_exports_pct,1,X2_digital_economy
CHN,fh_total_score,1,X2_confounder_fh
CHN,fh_democracy_level,1,X2_confounder_fh
CHN,legal_origin,1,X2_legal_origin
CHN,is_common_law,1,X2_legal_origin
CHN,ai_patents_per100k,1,Y_robustness
CHN,ai_investment_usd_bn_2024,1,Y_robustness
CHN,ai_startups_2024,1,Y_robustness
CHN,government_effectiveness,1,X2_robustness
CHN,control_of_corruption,1,X2_robustness
CHN,ai_investment_vc_proxy,0,X2_robustness
CMR,ai_readiness_score,1,Y_principal
CMR,ai_adoption_rate,1,Y_principal
CMR,ai_investment_usd_bn_cumulative,1,Y_principal
CMR,ai_startups_cumulative,1,Y_principal
CMR,has_ai_law,1,X1_principal
CMR,regulatory_approach,1,X1_principal
CMR,regulatory_intensity,1,X1_principal
CMR,enforcement_level,1,X1_principal
CMR,thematic_coverage,1,X1_principal
CMR,gdp_per_capita_ppp,1,X2_core
CMR,internet_penetration,1,X2_core
CMR,gii_score,1,X2_core
CMR,oecd_member,1,X2_core
CMR,region,1,X2_core
CMR,rd_expenditure,0,X2_extended
CMR,tertiary_education,1,X2_extended
CMR,regulatory_quality,1,X2_confounder_gov
CMR,rule_of_law,1,X2_confounder_gov
CMR,has_gdpr_like_law,1,X2_confounder_gdpr
CMR,gdpr_similarity_level,1,X2_confounder_gdpr
CMR,ict_service_exports_pct,1,X2_digital_economy
CMR,high_tech_exports_pct,1,X2_digital_economy
CMR,fh_total_score,1,X2_confounder_fh
CMR,fh_democracy_level,1,X2_confounder_fh
CMR,legal_origin,1,X2_legal_origin
CMR,is_common_law,1,X2_legal_origin
CMR,ai_patents_per100k,0,Y_robustness
CMR,ai_investment_usd_bn_2024,1,Y_robustness
CMR,ai_startups_2024,1,Y_robustness
CMR,government_effectiveness,1,X2_robustness
CMR,control_of_corruption,1,X2_robustness
CMR,ai_investment_vc_proxy,0,X2_robustness
COL,ai_readiness_score,1,Y_principal
COL,ai_adoption_rate,1,Y_principal
COL,ai_investment_usd_bn_cumulative,1,Y_principal
COL,ai_startups_cumulative,1,Y_principal
COL,has_ai_law,1,X1_principal
COL,regulatory_approach,1,X1_principal
COL,regulatory_intensity,1,X1_principal
COL,enforcement_level,1,X1_principal
COL,thematic_coverage,1,X1_principal
COL,gdp_per_capita_ppp,1,X2_core
COL,internet_penetration,1,X2_core
COL,gii_score,1,X2_core
COL,oecd_member,1,X2_core
COL,region,1,X2_core
COL,rd_expenditure,1,X2_extended
COL,tertiary_education,1,X2_extended
COL,regulatory_quality,1,X2_confounder_gov
COL,rule_of_law,1,X2_confounder_gov
COL,has_gdpr_like_law,1,X2_confounder_gdpr
COL,gdpr_similarity_level,1,X2_confounder_gdpr
COL,ict_service_exports_pct,1,X2_digital_economy
COL,high_tech_exports_pct,1,X2_digital_economy
COL,fh_total_score,1,X2_confounder_fh
COL,fh_democracy_level,1,X2_confounder_fh
COL,legal_origin,1,X2_legal_origin
COL,is_common_law,1,X2_legal_origin
COL,ai_patents_per100k,1,Y_robustness
COL,ai_investment_usd_bn_2024,1,Y_robustness
COL,ai_startups_2024,1,Y_robustness
COL,government_effectiveness,1,X2_robustness
COL,control_of_corruption,1,X2_robustness
COL,ai_investment_vc_proxy,0,X2_robustness
CRI,ai_readiness_score,1,Y_principal
CRI,ai_adoption_rate,1,Y_principal
CRI,ai_investment_usd_bn_cumulative,1,Y_principal
CRI,ai_startups_cumulative,1,Y_principal
CRI,has_ai_law,1,X1_principal
CRI,regulatory_approach,1,X1_principal
CRI,regulatory_intensity,1,X1_principal
CRI,enforcement_level,1,X1_principal
CRI,thematic_coverage,1,X1_principal
CRI,gdp_per_capita_ppp,1,X2_core
CRI,internet_penetration,1,X2_core
CRI,gii_score,1,X2_core
CRI,oecd_member,1,X2_core
CRI,region,1,X2_core
CRI,rd_expenditure,1,X2_extended
CRI,tertiary_education,1,X2_extended
CRI,regulatory_quality,1,X2_confounder_gov
CRI,rule_of_law,1,X2_confounder_gov
CRI,has_gdpr_like_law,1,X2_confounder_gdpr
CRI,gdpr_similarity_level,1,X2_confounder_gdpr
CRI,ict_service_exports_pct,1,X2_digital_economy
CRI,high_tech_exports_pct,1,X2_digital_economy
CRI,fh_total_score,1,X2_confounder_fh
