ISO3,ECONOMY_NAME,NUM,NAME,DATAYR,VALUE_SCREEN,SCORE,RANK,SW_OVERALL,SW_INCGRP,OUTDATED,DMC,YEAR,ARCHIVO
ALB,Albania,IN.2.1.5,"Pupil–teacher ratio, secondary",2022,9.7248824283882,90.4223728323614,31,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.2.2,Tertiary education,,,27.2788775344156,83,,,,0,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.2.2.1,"Tertiary enrolment, % gross",2022,62.731990814209,40.0603605617482,51,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.2.2.2,"Graduates in science and engineering, %",2022,20.8120307922363,37.9759892285897,72,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.2.2.3,"Tertiary inbound mobility, %",2022,1.51113998889923,3.80028281290901,82,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.2.3,Research and development (R&D),,,0,120,,,,1,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.2.3.1,"Researchers, FTE/mn pop.",,,,,,,,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.2.3.2,"Gross expenditure on R&D, % GDP",,,,,,,,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.2.3.3,"Global corporate R&D investors, top 3, mn USD",2023,0,0,41,W,W,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.2.3.4,"QS university ranking, top 3*",2023,0,0,75,W,W,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.3,Infrastructure,,,52.2961592940045,31,,S,,0,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.3.1,Information and communication technologies (ICTs),,,82.3176346880184,36,,,,0,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.3.1.1,ICT access*,2022,99.5,99.3001784913174,22,S,S,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.3.1.2,ICT use*,2022,80.17148550984,74.4774008513945,74,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.3.1.3,Government's online service*,2022,0.8182,79.9071618037135,33,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.3.1.4,E-participation*,2022,0.7614,75.5857976056482,22,S,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.3.2,General infrastructure,,,20.7599587973197,95,,,,0,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.3.2.1,"Electricity output, GWh/mn pop.",2022,2521.61383285303,9.34949284537776,72,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.3.2.2,Logistics performance*,2023,2.5,18.1818181818182,89,,W,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.3.2.3,"Gross capital formation, % GDP",2023,25.138,34.7485653647631,48,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.3.3,Ecological sustainability,,,53.8108843966753,1,S,S,,0,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.3.3.1,GDP/unit of energy use,2022,19.164,43.1858496781714,12,S,S,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.3.3.2,"Low-carbon energy use, %",2022,69.7907092953809,83.3442985065017,5,S,S,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.3.3.3,ISO 14001 environment/bn PPP$ GDP,2022,4.34064456651173,34.9025050053529,25,S,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.4,Market sophistication,,,24.1803086933234,91,,,,0,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.4.1,Credit,,,8.2555316891313,118,,W,,0,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.4.1.1,Finance for startups and scaleups†,,,,,,,,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.4.1.2,"Domestic credit to private sector, % GDP",2022,33.9680292039756,10.0061512265741,90,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.4.1.3,"Loans from microfinance institutions, % GDP",2022,0.597193605815899,6.50491215168852,40,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.4.2,Investment,,,2.92016940476096,100,,,,1,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.4.2.1,"Market capitalization, % GDP",,,,,,,,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.4.2.2,"Venture capital (VC) investors, deals/bn PPP$ GDP",,,,,,,,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.4.2.3,"VC recipients, deals/bn PPP$ GDP",2021,0.0215475446572863,5.47236401597052,89,,,1,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.4.2.4,"VC received, value, % GDP",2021,3.05827402135231e-05,0.367974793551401,97,,,1,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.4.3,"Trade, diversification and market scale",,,61.3652249860779,46,,,,0,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.4.3.1,"Applied tariff rate, weighted avg., %",2022,0.989459067760168,92.2105211252796,15,S,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.4.3.2,Domestic industry diversification,2021,0.10771377320101,90.8855189059965,32,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.4.3.3,"Domestic market scale, bn PPP$",2023,55.928,0.999634926957674,108,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.5,Business sophistication,,,26.8487552149099,64,,,,0,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.5.1,Knowledge workers,,,41.4412383598741,47,,,,1,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.5.1.1,"Knowledge-intensive employment, %",2019,18.3587022701574,25.4285212435016,82,,,1,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.5.1.2,"Firms offering formal training, %",2019,46.2,60.6017191977078,23,S,,1,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.5.1.3,"GERD performed by business, % GDP",,,,,,,,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.5.1.4,"GERD financed by business, %",,,,,,,,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.5.1.5,"Females employed w/advanced degrees, %",2019,11.7773792850692,38.2934746384131,66,,,1,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.5.2,Innovation linkages,,,21.2258509209617,78,,,,0,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.5.2.1,"Public research–industry co-publications, %",2023,0.344663990322003,2.39348343439755,128,W,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.5.2.2,University–industry R&D collaboration†,2022,4.33881736024845,59.6948590019919,38,,S,1,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.5.2.3,State of cluster development†,2022,3.68590444720497,38.0405715700812,85,,,1,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.5.2.4,Joint venture/strategic alliance deals/bn PPP$ GDP,2023,0.0123621744949962,5.41416250865156,73,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.5.2.5,Patent families/bn PPP$ GDP,2020,0.0245212231186092,0.586178089686131,82,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.5.3,Knowledge absorption,,,17.879176363894,102,,W,,0,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.5.3.1,"Intellectual property payments, % total trade",2022,0.591773807952998,13.5000716235978,63,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.5.3.2,"High-tech imports, % total trade",2022,0.246544325919198,0,133,W,W,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.5.3.3,"ICT services imports, % total trade",2022,0.797024009534231,16.2216180264506,93,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.5.3.4,"FDI net inflows, % GDP",2022,7.15699629931215,41.7950158055277,14,S,S,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,IN.5.3.5,"Research talent, % in businesses",,,,,,,,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT,Innovation outputs,,,14.0326649782524,97,,,,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.6,Knowledge and technology outputs,,,14.4401565990526,89,,,,0,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.6.1,Knowledge creation,,,5.55427083275331,108,,,,0,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.6.1.1,Patents by origin/bn PPP$ GDP,2022,0.460953405293282,8.93111072088091,77,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.6.1.2,PCT patents by origin/bn PPP$ GDP,2023,0.178801315977686,3.89327690354525,51,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.6.1.3,Utility models by origin/bn PPP$ GDP,2022,0.0192063918872201,0.590961228858989,68,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.6.1.4,Scientific and technical articles/bn PPP$ GDP,2023,5.90044342726362,11.3772819062261,96,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.6.1.5,Citable documents H-index,2023,104,2.97872340425532,122,W,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.6.2,Knowledge impact,,,19.9844615403194,101,,,,0,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.6.2.1,"Labor productivity growth, %",2023,2.6121425395565,65.065045806158,16,S,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.6.2.2,"Unicorn valuation, % GDP",2024,0,0,49,W,W,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.6.2.3,"Software spending, % GDP",2023,0.109526307684276,10.6473707253529,92,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.6.2.4,"High-tech manufacturing, %",2021,4.46357204876076,4.22542962976691,100,W,W,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.6.3,Knowledge diffusion,,,17.7817374240851,65,,,,0,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.6.3.1,"Intellectual property receipts, % total trade",2022,0.268929293330833,8.20315365260055,40,,S,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.6.3.2,Production and export complexity,2021,-0.23033197,37.2389149803919,75,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.6.3.3,"High-tech exports, % total trade",2022,0.00447662457827173,0.00949951369375365,132,W,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.6.3.4,"ICT services exports, % total trade",2022,2.04878002350244,16.9052588429224,56,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.6.3.5,ISO 9001 quality/bn PPP$ GDP,2022,9.43033841662505,26.5518601308169,30,S,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.7,Creative outputs,,,13.6251733574522,99,,W,,0,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.7.1,Intangible assets,,,7.58175118271944,105,,W,,0,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.7.1.1,"Intangible asset intensity, top 15, %",,,,,,,,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.7.1.2,Trademarks by origin/bn PPP$ GDP,2022,26.9849806015442,19.5388568323512,71,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.7.1.3,"Global brand value, top 5,000, % GDP",2024,0,0,75,W,W,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.7.1.4,Industrial designs by origin/bn PPP$ GDP,2022,0.345715053969961,3.20639671580709,86,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.7.2,Creative goods and services,,,16.7738710905484,60,,,,0,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.7.2.1,"Cultural and creative services exports, % total trade",2022,1.03937491475888,29.2150467290124,27,,S,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.7.2.2,National feature films/mn pop. 15–69,2022,3.41880341880342,21.0915460776847,41,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.7.2.3,Entertainment and media market/th pop. 15–69,,,,,,,,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.7.2.4,"Creative goods exports, % total trade",2022,0.00134874400462985,0.015020464948219,130,W,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.7.3,Online creativity,,,22.5633199738216,87,,,,0,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.7.3.1,Top-level domains (TLDs)/th pop. 15–69,2023,33.7889567895768,4.66528043248413,57,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.7.3.2,GitHub commits/mn pop. 15–69,2023,415882.856552416,7.91141544250662,62,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
ALB,Albania,OUT.7.3.3,Mobile app creation/bn PPP$ GDP,2023,24289.0557075092,55.1132640464739,97,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,,Global Innovation Index,,,16.1622593758194,115,,,,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN,Innovation inputs,,,23.1822791593591,113,,,,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.1,Institutions,,,34.8410584088487,95,,,,0,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.1.1,Institutional environment,,,38.6244205274508,99,,,,0,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.1.1.1,Operational stability for businesses*,2023,2.7,46.6666666666667,100,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.1.1.2,Government effectiveness*,2022,-0.513090252876282,30.5821743882349,100,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.1.2,Regulatory environment,,,16.9306778856382,121,,,,0,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.1.2.1,Regulatory quality*,2022,-1.06357324123383,13.8987555275469,124,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.1.2.2,Rule of law*,2022,-0.832472681999207,19.9626002437295,110,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.1.3,Business environment,,,48.968076813457,61,,,,1,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.1.3.1,Policy stability for doing business†,2023,4.03492127480916,48.968076813457,66,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.1.3.2,Entrepreneurship policies and culture†,,,,,,,,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.2,Human capital and research,,,28.0631784768834,76,,,,0,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.2.1,Education,,,46.0083599150346,78,,,,1,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.2.1.1,"Expenditure on education, % GDP",2021,6.299,64.9968132568515,10,S,S,1,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.2.1.2,"Government funding/pupil, secondary, % GDP/cap",,,,,,,,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.2.1.3,"School life expectancy, years",2022,15.4878797531128,62.9739520967393,44,S,S,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.2.1.4,"PISA scales in reading, maths and science",2015,361.736857197974,10.0543143915129,78,,,1,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.2.1.5,"Pupil–teacher ratio, secondary",,,,,,,,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.2.2,Tertiary education,,,33.9382287050333,65,,,,0,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.2.2.1,"Tertiary enrolment, % gross",2022,53.4012489318848,33.6663656447381,67,,S,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.2.2.2,"Graduates in science and engineering, %",2022,29.8904304504394,66.9701521967923,20,S,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.2.2.3,"Tertiary inbound mobility, %",2022,0.50246000289917,1.17816827356949,99,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.2.3,Research and development (R&D),,,4.2429468105822,79,,,,0,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.2.3.1,"Researchers, FTE/mn pop.",2017,832.42282,8.24943980087098,58,,,1,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.2.3.2,"Gross expenditure on R&D, % GDP",2017,0.53432,8.72234744145781,58,,,1,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.2.3.3,"Global corporate R&D investors, top 3, mn USD",2023,0,0,41,W,W,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.2.3.4,"QS university ranking, top 3*",2023,0,0,75,W,W,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.3,Infrastructure,,,29.8811285579989,94,,,,0,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.3.1,Information and communication technologies (ICTs),,,52.7883235858736,99,,,,0,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.3.1.1,ICT access*,2022,88.5631228070176,83.9924546963794,80,,S,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.3.1.2,ICT use*,2022,80.8719490195882,75.3790139997924,73,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.3.1.3,Government's online service*,2022,0.3743,30.8465959328028,121,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.3.1.4,E-participation*,2022,0.2273,20.9352297145196,123,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.3.2,General infrastructure,,,31.2620532654797,66,,,,0,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.3.2.1,"Electricity output, GWh/mn pop.",2021,1932.86251075196,7.14159061784557,81,,,1,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.3.2.2,Logistics performance*,2023,2.5,18.1818181818182,89,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.3.2.3,"Gross capital formation, % GDP",2023,36.046,68.4627509967753,10,S,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.3.3,Ecological sustainability,,,5.59300882264359,128,,W,,0,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.3.3.1,GDP/unit of energy use,2021,7.802,14.3935938371091,95,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.3.3.2,"Low-carbon energy use, %",2022,0.292758877015149,0.339103400569407,124,,W,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.3.3.3,ISO 14001 environment/bn PPP$ GDP,2022,0.309787752601105,2.04632923025226,108,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.4,Market sophistication,,,5.1624693480285,132,W,W,,0,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.4.1,Credit,,,4.96308540188416,126,,,,1,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.4.1.1,Finance for startups and scaleups†,,,,,,,,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.4.1.2,"Domestic credit to private sector, % GDP",2022,21.1004785640629,4.96308540188416,115,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.4.1.3,"Loans from microfinance institutions, % GDP",,,,,,,,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.4.2,Investment,,,1.67602427833581,108,,,,0,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.4.2.1,"Market capitalization, % GDP",2018,0.226255942233309,0,85,W,W,1,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.4.2.2,"Venture capital (VC) investors, deals/bn PPP$ GDP",,,,,,,,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.4.2.3,"VC recipients, deals/bn PPP$ GDP",2023,0.00342038460300569,0.276452647036812,108,W,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.4.2.4,"VC received, value, % GDP",2023,0.000394911739468747,4.7516201879706,66,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.4.3,"Trade, diversification and market scale",,,8.84829836386553,132,W,W,,0,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.4.3.1,"Applied tariff rate, weighted avg., %",2017,12.7025065947775,0,133,W,W,1,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.4.3.2,Domestic industry diversification,2015,0.481077695586826,14.199843256768,108,,,1,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.4.3.3,"Domestic market scale, bn PPP$",2023,628.99,12.3450518348286,41,S,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.5,Business sophistication,,,17.9635610050358,114,,,,0,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.5.1,Knowledge workers,,,15.0001374387944,113,,,,0,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.5.1.1,"Knowledge-intensive employment, %",2017,17.8610322542024,24.6178078722854,86,,,1,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.5.1.2,"Firms offering formal training, %",,,,,,,,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.5.1.3,"GERD performed by business, % GDP",2017,0.0364,0.85860103053098,77,,,1,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.5.1.4,"GERD financed by business, %",2017,6.74413,8.34260580920665,82,,,1,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.5.1.5,"Females employed w/advanced degrees, %",2017,8.09977493971656,26.1815350431547,83,,,1,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.5.2,Innovation linkages,,,23.0471790951296,65,S,,,0,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.5.2.1,"Public research–industry co-publications, %",2023,0.561676798003016,4.82692074731331,115,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.5.2.2,University–industry R&D collaboration†,2023,4.16266802290076,54.6634443983273,47,S,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.5.2.3,State of cluster development†,2023,4.1311921221374,54.9793040183875,50,S,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.5.2.4,Joint venture/strategic alliance deals/bn PPP$ GDP,2023,0.00181551145023097,0.667620808462501,121,,W,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.5.2.5,Patent families/bn PPP$ GDP,2020,0.00408415816310902,0.0986055031572291,100,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.5.3,Knowledge absorption,,,15.8433664811835,120,,,,0,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.5.3.1,"Intellectual property payments, % total trade",2022,0.36204173403011,8.2592187664484,82,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.5.3.2,"High-tech imports, % total trade",2017,10.3843204380833,34.8298676338932,35,S,,1,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.5.3.3,"ICT services imports, % total trade",2022,0.334482360835724,6.64918278063399,119,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
DZA,Algeria,IN.5.3.4,"FDI net inflows, % GDP",2022,0.451709292089533,29.2893466321293,107,,,0,,2024,wipo-pub-2000-2024-tech1.xlsx
