variable_matriz,n_snapshot_cells,n_previous_year_available,pct_previous_year_available,median_abs_delta_previous_year,status
wb_mobile_subscriptions_per100,210,206,98.1,2.726864,descriptive_temporal_check
wb_patent_applications_residents,136,118,86.76,29.0,descriptive_temporal_check
wb_political_stability,206,206,100.0,0.084681,descriptive_temporal_check
wb_political_stability_se,206,206,100.0,0.003813,descriptive_temporal_check
wb_population,217,217,100.0,62143.0,descriptive_temporal_check
wb_rd_expenditure_pct_gdp,119,92,77.31,0.030775,descriptive_temporal_check
wb_regulatory_quality,204,204,100.0,0.047406,descriptive_temporal_check
wb_regulatory_quality_se,204,204,100.0,0.0,descriptive_temporal_check
wb_researchers_rd_per_million,109,83,76.15,79.21286,descriptive_temporal_check
wb_rule_of_law,206,206,100.0,0.027367,descriptive_temporal_check
wb_rule_of_law_se,206,206,100.0,0.0,descriptive_temporal_check
wb_secure_servers_per_1m,215,215,100.0,112.054413,descriptive_temporal_check
wb_tertiary_education_enrollment,163,133,81.6,1.885063,descriptive_temporal_check
wb_trade_pct_gdp,185,183,98.92,3.321796,descriptive_temporal_check
wb_unemployment_rate,187,187,100.0,0.088,descriptive_temporal_check
wb_voice_accountability,204,204,100.0,0.037034,descriptive_temporal_check
wb_voice_accountability_se,204,204,100.0,0.0,descriptive_temporal_check
wipo_appcrea_score,104,0,0.0,,descriptive_temporal_check
wipo_apptarriff_score,132,0,0.0,,descriptive_temporal_check
wipo_brandval_score,113,0,0.0,,descriptive_temporal_check
wipo_c_eccomplexity_score,121,0,0.0,,descriptive_temporal_check
wipo_c_hhi_score,112,0,0.0,,descriptive_temporal_check
wipo_c_hitechmanufind2_score,110,0,0.0,,descriptive_temporal_check
wipo_c_htexphkg_score,131,0,0.0,,descriptive_temporal_check
wipo_c_scitechart_score,131,0,0.0,,descriptive_temporal_check
wipo_c_vencapdeal_score,94,0,0.0,,descriptive_temporal_check
wipo_cctld_score,132,0,0.0,,descriptive_temporal_check
wipo_citdoc_score,132,0,0.0,,descriptive_temporal_check
wipo_compsoftspend_score,125,0,0.0,,descriptive_temporal_check
wipo_costredu_score,130,0,0.0,,descriptive_temporal_check
wipo_creagoodexp_score,131,0,0.0,,descriptive_temporal_check
wipo_cultservexp_score,113,0,0.0,,descriptive_temporal_check
wipo_domcred2priv_score,130,0,0.0,,descriptive_temporal_check
wipo_dommarksc_score,132,0,0.0,,descriptive_temporal_check
wipo_easecred_score,132,0,0.0,,descriptive_temporal_check
wipo_easeinsol_score,132,0,0.0,,descriptive_temporal_check
wipo_easeprotinv_score,132,0,0.0,,descriptive_temporal_check
wipo_easestartbus_score,132,0,0.0,,descriptive_temporal_check
wipo_elecout_score,124,0,0.0,,descriptive_temporal_check
wipo_entmedia_score,63,0,0.0,,descriptive_temporal_check
wipo_envperf_score,130,0,0.0,,descriptive_temporal_check
wipo_epart_score,131,0,0.0,,descriptive_temporal_check
wipo_expedu_score,114,0,0.0,,descriptive_temporal_check
wipo_fdinetinfl_score,132,0,0.0,,descriptive_temporal_check
wipo_femempdeg_score,124,0,0.0,,descriptive_temporal_check
wipo_firmtrain_score,98,0,0.0,,descriptive_temporal_check
wipo_gdpener_score,124,0,0.0,,descriptive_temporal_check
wipo_gentld_score,132,0,0.0,,descriptive_temporal_check
wipo_gerdfinabr_score,102,0,0.0,,descriptive_temporal_check
wipo_gerdfinbus_score,103,0,0.0,,descriptive_temporal_check
wipo_gerdperf_score,89,0,0.0,,descriptive_temporal_check
wipo_gii_score,141,134,95.04,1.27552,descriptive_temporal_check
wipo_goveff_score,132,0,0.0,,descriptive_temporal_check
wipo_govfundpup_score,102,0,0.0,,descriptive_temporal_check
wipo_govolserv_score,131,0,0.0,,descriptive_temporal_check
wipo_grocap_score,126,0,0.0,,descriptive_temporal_check
wipo_hitechimp_score,131,0,0.0,,descriptive_temporal_check
wipo_ictacc_score,132,0,0.0,,descriptive_temporal_check
wipo_ictorgmod_score,125,0,0.0,,descriptive_temporal_check
wipo_ictservexp_score,131,0,0.0,,descriptive_temporal_check
wipo_ictsevimp_score,131,0,0.0,,descriptive_temporal_check
wipo_ictuse_score,132,0,0.0,,descriptive_temporal_check
wipo_in_1_1_1_score,141,133,94.33,1.333333,descriptive_temporal_check
wipo_in_1_1_2_score,141,133,94.33,2.395537,descriptive_temporal_check
wipo_in_1_1_score,141,133,94.33,1.450435,descriptive_temporal_check
wipo_in_1_2_1_score,141,133,94.33,4.610105,descriptive_temporal_check
wipo_in_1_2_2_score,141,133,94.33,8.656022,descriptive_temporal_check
wipo_in_1_2_3_score,133,128,96.24,0.0,descriptive_temporal_check
wipo_in_1_2_score,141,133,94.33,6.912775,descriptive_temporal_check
wipo_in_1_3_1_score,136,130,95.59,2.446748,descriptive_temporal_check
wipo_in_1_3_2_score,93,85,91.4,3.073345,descriptive_temporal_check
wipo_in_1_3_score,138,132,95.65,2.296034,descriptive_temporal_check
wipo_in_1_score,141,134,95.04,2.4667,descriptive_temporal_check
wipo_in_2_1_1_score,137,127,92.7,5.217555,descriptive_temporal_check
wipo_in_2_1_2_score,116,100,86.21,1.25294,descriptive_temporal_check
wipo_in_2_1_3_score,130,114,87.69,1.666323,descriptive_temporal_check
wipo_in_2_1_4_score,86,86,100.0,0.0,descriptive_temporal_check
wipo_in_2_1_5_score,137,128,93.43,0.995017,descriptive_temporal_check
wipo_in_2_1_score,141,133,94.33,1.433138,descriptive_temporal_check
wipo_in_2_2_1_score,135,128,94.81,2.564343,descriptive_temporal_check
wipo_in_2_2_2_score,119,113,94.96,2.586253,descriptive_temporal_check
wipo_in_2_2_3_score,122,113,92.62,0.633883,descriptive_temporal_check
wipo_in_2_2_score,136,129,94.85,2.077391,descriptive_temporal_check
wipo_in_2_3_1_score,118,112,94.92,0.47376,descriptive_temporal_check
wipo_in_2_3_2_score,121,116,95.87,0.488812,descriptive_temporal_check
wipo_in_2_3_3_score,140,132,94.29,0.0,descriptive_temporal_check
wipo_in_2_3_4_score,141,133,94.33,0.580887,descriptive_temporal_check
wipo_in_2_3_score,141,133,94.33,0.403716,descriptive_temporal_check
wipo_in_2_score,141,134,95.04,1.139538,descriptive_temporal_check
wipo_in_3_1_1_score,140,132,94.29,3.879768,descriptive_temporal_check
wipo_in_3_1_2_score,141,131,92.91,1.978358,descriptive_temporal_check
wipo_in_3_1_3_score,140,132,94.29,4.821385,descriptive_temporal_check
wipo_in_3_1_4_score,135,131,97.04,0.0,descriptive_temporal_check
wipo_in_3_1_score,141,133,94.33,4.81175,descriptive_temporal_check
wipo_in_3_2_1_score,134,126,94.03,1.098997,descriptive_temporal_check
wipo_in_3_2_2_score,131,111,84.73,0.0,descriptive_temporal_check
wipo_in_3_2_3_score,134,127,94.78,5.499117,descriptive_temporal_check
wipo_in_3_2_score,141,133,94.33,2.546034,descriptive_temporal_check
wipo_in_3_3_1_score,134,127,94.78,1.23252,descriptive_temporal_check
wipo_in_3_3_2_score,140,133,95.0,1.592482,descriptive_temporal_check
wipo_in_3_3_3_score,141,133,94.33,1.058034,descriptive_temporal_check
wipo_in_3_3_score,141,133,94.33,1.142225,descriptive_temporal_check
wipo_in_3_score,141,134,95.04,2.815144,descriptive_temporal_check
wipo_in_4_1_1_score,93,85,91.4,3.137277,descriptive_temporal_check
wipo_in_4_1_2_score,137,130,94.89,0.910605,descriptive_temporal_check
wipo_in_4_1_3_score,68,63,92.65,0.651102,descriptive_temporal_check
wipo_in_4_1_score,141,133,94.33,1.507932,descriptive_temporal_check
wipo_in_4_2_1_score,88,85,96.59,0.014495,descriptive_temporal_check
wipo_in_4_2_2_score,129,101,78.29,4.875679,descriptive_temporal_check
wipo_in_4_2_3_score,121,108,89.26,9.795995,descriptive_temporal_check
wipo_in_4_2_4_score,125,109,87.2,5.469603,descriptive_temporal_check
wipo_in_4_2_5_score,116,0,0.0,,descriptive_temporal_check
wipo_in_4_2_score,132,116,87.88,3.79831,descriptive_temporal_check
wipo_in_4_3_1_score,140,133,95.0,1.458811,descriptive_temporal_check
wipo_in_4_3_2_score,120,112,93.33,0.737786,descriptive_temporal_check
wipo_in_4_3_3_score,141,133,94.33,42.168567,descriptive_temporal_check
wipo_in_4_3_score,141,133,94.33,14.679464,descriptive_temporal_check
wipo_in_4_score,141,134,95.04,4.685082,descriptive_temporal_check
wipo_in_5_1_1_score,134,127,94.78,1.681803,descriptive_temporal_check
wipo_in_5_1_2_score,135,101,74.81,19.322857,descriptive_temporal_check
wipo_in_5_1_3_score,140,93,66.43,26.176382,descriptive_temporal_check
wipo_in_5_1_4_score,106,100,94.34,27.091457,descriptive_temporal_check
wipo_in_5_1_5_score,135,127,94.07,10.505123,descriptive_temporal_check
wipo_in_5_1_score,141,133,94.33,8.439263,descriptive_temporal_check
wipo_in_5_2_1_score,140,133,95.0,1.437054,descriptive_temporal_check
wipo_in_5_2_2_score,136,129,94.85,8.927935,descriptive_temporal_check
wipo_in_5_2_3_score,134,118,88.06,18.251117,descriptive_temporal_check
wipo_in_5_2_4_score,140,124,88.57,34.508172,descriptive_temporal_check
wipo_in_5_2_5_score,141,133,94.33,0.528227,descriptive_temporal_check
wipo_in_5_2_score,141,133,94.33,2.691249,descriptive_temporal_check
wipo_in_5_3_1_score,141,130,92.2,1.213727,descriptive_temporal_check
wipo_in_5_3_2_score,139,133,95.68,2.986786,descriptive_temporal_check
wipo_in_5_3_3_score,141,133,94.33,8.304047,descriptive_temporal_check
wipo_in_5_3_4_score,140,133,95.0,12.350391,descriptive_temporal_check
wipo_in_5_3_5_score,90,87,96.67,0.362856,descriptive_temporal_check
wipo_in_5_3_score,141,133,94.33,1.991895,descriptive_temporal_check
wipo_in_5_score,141,134,95.04,2.973136,descriptive_temporal_check
wipo_in_score,141,134,95.04,2.157239,descriptive_temporal_check
wipo_industdes_score,121,0,0.0,,descriptive_temporal_check
wipo_intelproppay_score,125,0,0.0,,descriptive_temporal_check
wipo_intelproprec_score,114,0,0.0,,descriptive_temporal_check
wipo_isoenv_score,132,0,0.0,,descriptive_temporal_check
wipo_isoqual_score,132,0,0.0,,descriptive_temporal_check
wipo_jvstratall_score,127,0,0.0,,descriptive_temporal_check
wipo_knowintsemp_score,124,0,0.0,,descriptive_temporal_check
wipo_logperf_score,125,0,0.0,,descriptive_temporal_check
wipo_markcap_score,75,0,0.0,,descriptive_temporal_check
wipo_microloan_score,83,0,0.0,,descriptive_temporal_check
wipo_natfeatfilm_score,108,0,0.0,,descriptive_temporal_check
wipo_newbus_score,121,0,0.0,,descriptive_temporal_check
wipo_out_6_1_1_score,140,132,94.29,1.264215,descriptive_temporal_check
wipo_out_6_1_2_score,125,120,96.0,1.514586,descriptive_temporal_check
wipo_out_6_1_3_score,88,84,95.45,1.103654,descriptive_temporal_check
wipo_out_6_1_4_score,141,132,93.62,2.340897,descriptive_temporal_check
wipo_out_6_1_5_score,141,133,94.33,0.196902,descriptive_temporal_check
wipo_out_6_1_score,141,133,94.33,0.899972,descriptive_temporal_check
wipo_out_6_2_1_score,139,132,94.96,3.908588,descriptive_temporal_check
wipo_out_6_2_2_score,140,133,95.0,0.0,descriptive_temporal_check
wipo_out_6_2_3_score,139,133,95.68,2.949016,descriptive_temporal_check
wipo_out_6_2_4_score,137,112,81.75,1.09465,descriptive_temporal_check
wipo_out_6_2_5_score,110,0,0.0,,descriptive_temporal_check
wipo_out_6_2_score,141,133,94.33,2.199407,descriptive_temporal_check
wipo_out_6_3_1_score,141,127,90.07,0.994735,descriptive_temporal_check
wipo_out_6_3_2_score,130,120,92.31,4.841501,descriptive_temporal_check
wipo_out_6_3_3_score,139,133,95.68,0.801606,descriptive_temporal_check
wipo_out_6_3_4_score,141,133,94.33,1.194687,descriptive_temporal_check
wipo_out_6_3_5_score,139,133,95.68,1.058278,descriptive_temporal_check
wipo_out_6_3_score,141,133,94.33,1.917061,descriptive_temporal_check
wipo_out_6_score,141,134,95.04,1.155945,descriptive_temporal_check
wipo_out_7_1_1_score,83,82,98.8,5.743036,descriptive_temporal_check
wipo_out_7_1_2_score,139,129,92.81,6.320108,descriptive_temporal_check
wipo_out_7_1_3_score,124,119,95.97,0.906085,descriptive_temporal_check
wipo_out_7_1_4_score,135,129,95.56,9.388613,descriptive_temporal_check
wipo_out_7_1_score,141,133,94.33,2.614273,descriptive_temporal_check
wipo_out_7_2_1_score,124,112,90.32,1.686541,descriptive_temporal_check
wipo_out_7_2_2_score,93,86,92.47,4.124306,descriptive_temporal_check
wipo_out_7_2_3_score,65,62,95.38,0.185633,descriptive_temporal_check
wipo_out_7_2_4_score,139,133,95.68,0.577081,descriptive_temporal_check
wipo_out_7_2_5_score,131,0,0.0,,descriptive_temporal_check
wipo_out_7_2_score,141,133,94.33,1.571656,descriptive_temporal_check
wipo_out_7_3_1_score,141,133,94.33,0.602808,descriptive_temporal_check
wipo_out_7_3_2_score,141,133,94.33,0.738094,descriptive_temporal_check
wipo_out_7_3_3_score,139,132,94.96,0.996232,descriptive_temporal_check
wipo_out_7_3_4_score,127,114,89.76,59.857843,descriptive_temporal_check
wipo_out_7_3_score,141,133,94.33,0.602258,descriptive_temporal_check
wipo_out_7_score,141,134,95.04,1.412115,descriptive_temporal_check
wipo_out_score,141,134,95.04,0.946993,descriptive_temporal_check
wipo_patfam_score,127,0,0.0,,descriptive_temporal_check
wipo_patorig_score,131,0,0.0,,descriptive_temporal_check
wipo_pctpatorig_score,117,0,0.0,,descriptive_temporal_check
wipo_pisa_score,79,0,0.0,,descriptive_temporal_check
wipo_polstab_score,132,0,0.0,,descriptive_temporal_check
wipo_printmedia_score,102,0,0.0,,descriptive_temporal_check
wipo_pupteachr_score,124,0,0.0,,descriptive_temporal_check
wipo_qsrank_score,132,0,0.0,,descriptive_temporal_check
wipo_r_growppp20_score,120,0,0.0,,descriptive_temporal_check
wipo_r_vencapdeal_score,89,0,0.0,,descriptive_temporal_check
wipo_rdcompexp_score,132,0,0.0,,descriptive_temporal_check
wipo_rdexp_score,116,0,0.0,,descriptive_temporal_check
wipo_regqua_score,132,0,0.0,,descriptive_temporal_check
wipo_resppop_score,108,0,0.0,,descriptive_temporal_check
wipo_restalbus_score,87,0,0.0,,descriptive_temporal_check
wipo_ruleol_score,132,0,0.0,,descriptive_temporal_check
wipo_schlifeexp_score,119,0,0.0,,descriptive_temporal_check
wipo_scienggrad_score,110,0,0.0,,descriptive_temporal_check
wipo_sp11_score,132,0,0.0,,descriptive_temporal_check
wipo_sp12_score,132,0,0.0,,descriptive_temporal_check
wipo_sp13_score,132,0,0.0,,descriptive_temporal_check
wipo_sp21_score,131,0,0.0,,descriptive_temporal_check
wipo_sp22_score,130,0,0.0,,descriptive_temporal_check
wipo_sp23_score,132,0,0.0,,descriptive_temporal_check
wipo_sp31_score,132,0,0.0,,descriptive_temporal_check
wipo_sp32_score,132,0,0.0,,descriptive_temporal_check
wipo_sp33_score,132,0,0.0,,descriptive_temporal_check
wipo_sp41_score,132,0,0.0,,descriptive_temporal_check
wipo_sp42_score,132,0,0.0,,descriptive_temporal_check
wipo_sp43_score,132,0,0.0,,descriptive_temporal_check
wipo_sp51_score,132,0,0.0,,descriptive_temporal_check
wipo_sp52_score,132,0,0.0,,descriptive_temporal_check
wipo_sp53_score,132,0,0.0,,descriptive_temporal_check
wipo_sp61_score,132,0,0.0,,descriptive_temporal_check
wipo_sp62_score,132,0,0.0,,descriptive_temporal_check
wipo_sp63_score,132,0,0.0,,descriptive_temporal_check
wipo_sp71_score,132,0,0.0,,descriptive_temporal_check
wipo_sp72_score,132,0,0.0,,descriptive_temporal_check
wipo_sp73_score,132,0,0.0,,descriptive_temporal_check
wipo_statclustdev_score,127,0,0.0,,descriptive_temporal_check
wipo_tertenrol_score,128,0,0.0,,descriptive_temporal_check
wipo_tertmob_score,111,0,0.0,,descriptive_temporal_check
wipo_tradmkorig_score,127,0,0.0,,descriptive_temporal_check
wipo_unirescoll_score,127,0,0.0,,descriptive_temporal_check
wipo_utilmodorig_score,80,0,0.0,,descriptive_temporal_check
wipo_wikiedit_score,131,0,0.0,,descriptive_temporal_check
